Time_step,Omega_New,S_Omega
10,-10.399999999999999,5.294334200118909e-07
10,-10.199999999999998,4.199668138635418e-07
10,-9.999999999999998,4.3524625747706665e-07
10,-9.800000000000002,4.5597535520412353e-07
10,-9.600000000000001,3.0482955003403777e-07
10,-9.400000000000002,1.288172247149341e-07
10,-9.200000000000001,6.430976889099117e-08
10,-9.000000000000002,7.603496262895328e-08
10,-8.8,1.0296846648392937e-07
10,-8.600000000000001,1.0166455385945976e-07
10,-8.4,6.522687504191335e-08
10,-8.200000000000001,3.935227077954762e-08
10,-8.0,4.421228064746605e-08
10,-7.8,4.866048012048412e-08
10,-7.6,3.370830158438635e-08
10,-7.3999999999999995,1.61571161016598e-08
10,-7.199999999999999,9.515938389254217e-09
10,-6.999999999999999,1.0189580532141291e-08
10,-6.799999999999999,1.0993901333117785e-08
10,-6.599999999999999,8.009604232196501e-09
10,-6.399999999999999,3.300488204309808e-09
10,-6.199999999999998,1.3759016723723796e-09
10,-5.999999999999998,2.429649282289146e-09
10,-5.799999999999998,3.6043266380615577e-09
10,-5.599999999999998,3.647877981171592e-09
10,-5.399999999999998,3.2015342850223634e-09
10,-5.1999999999999975,2.6885739439663237e-09
10,-4.999999999999997,1.7862402197379026e-09
10,-4.799999999999997,7.568605832554624e-10
10,-4.599999999999997,2.0548790898438855e-10
10,-4.399999999999997,3.501305417176973e-11
10,-4.199999999999997,1.8376672185131994e-11
10,-3.9999999999999964,9.259778682367864e-11
10,-3.7999999999999963,3.3949720544488614e-10
10,-3.599999999999996,2.0257063130631904e-09
10,-3.399999999999996,8.573895792668934e-09
10,-3.200000000000003,1.6568827302757424e-08
10,-3.0000000000000027,1.3932982057129511e-08
10,-2.8000000000000025,5.125574384539557e-09
10,-2.6000000000000023,8.283726868080079e-10
10,-2.400000000000002,5.94227003547293e-11
10,-2.200000000000002,2.744960975449992e-12
10,-2.0000000000000018,1.1826841980608067e-12
10,-1.8000000000000016,1.0468453820843051e-11
10,-1.6000000000000014,1.6886692779699542e-10
10,-1.4000000000000012,3.906790071917003e-06
10,-1.200000000000001,2.7881169451063854e-05
10,-1.0000000000000009,2.491647578379704e-05
10,-0.8000000000000007,3.6847036081065343e-06
10,-0.6000000000000005,5.89305428824066e-08
10,-0.40000000000000036,1.4154753873207937e-12
10,-0.20000000000000018,3.748637983404428e-11
10,0.0,0.0
10,0.20000000000000018,3.748637983404428e-11
10,0.40000000000000036,1.4154753873207937e-12
10,0.6000000000000005,5.89305428824066e-08
10,0.8000000000000007,3.6847036081065343e-06
10,1.0000000000000009,2.491647578379704e-05
10,1.200000000000001,2.7881169451063854e-05
10,1.4000000000000012,3.906790071917003e-06
10,1.6000000000000014,1.6886692779699542e-10
10,1.8000000000000016,1.0468453820843051e-11
10,2.0000000000000018,1.1826841980608067e-12
10,2.200000000000002,2.744960975449992e-12
10,2.400000000000002,5.94227003547293e-11
10,2.6000000000000023,8.283726868080079e-10
10,2.8000000000000025,5.125574384539557e-09
10,3.0000000000000027,1.3932982057129511e-08
10,3.200000000000003,1.6568827302757424e-08
10,3.400000000000003,8.573895792669007e-09
10,3.600000000000003,2.0257063130632073e-09
10,3.8000000000000034,3.3949720544488893e-10
10,4.0000000000000036,9.259778682367932e-11
10,4.200000000000004,1.8376672185132127e-11
10,4.400000000000004,3.501305417176997e-11
10,4.600000000000004,2.0548790898438982e-10
10,4.800000000000004,7.568605832554668e-10
10,5.000000000000004,1.7862402197379136e-09
10,5.1999999999999975,2.6885739439663237e-09
10,5.399999999999998,3.2015342850223634e-09
10,5.599999999999998,3.647877981171592e-09
10,5.799999999999998,3.6043266380615577e-09
10,5.999999999999998,2.429649282289146e-09
10,6.199999999999998,1.3759016723723796e-09
10,6.399999999999999,3.300488204309808e-09
10,6.599999999999999,8.009604232196501e-09
10,6.799999999999999,1.0993901333117785e-08
10,6.999999999999999,1.0189580532141291e-08
10,7.199999999999999,9.515938389254217e-09
10,7.3999999999999995,1.61571161016598e-08
10,7.6,3.370830158438635e-08
10,7.8,4.866048012048412e-08
10,8.0,4.421228064746605e-08
10,8.200000000000001,3.935227077954762e-08
10,8.4,6.522687504191335e-08
10,8.600000000000001,1.0166455385945976e-07
10,8.8,1.0296846648392937e-07
10,9.000000000000002,7.603496262895328e-08
10,9.200000000000001,6.430976889099117e-08
10,9.400000000000002,1.288172247149341e-07
10,9.600000000000001,3.0482955003403777e-07
10,9.800000000000002,4.5597535520412353e-07
10,10.000000000000002,4.3524625747706734e-07
10,10.200000000000003,4.199668138635422e-07
10,10.400000000000002,5.294334200118918e-07
10,10.600000000000003,5.498306099327598e-07
10,10.800000000000002,2.5728273787458456e-07
10,11.000000000000004,5.882685652240773e-08
10,11.200000000000003,2.1648125537029987e-07
10,11.400000000000004,3.136138686651771e-07
10,11.600000000000003,6.620697744371511e-07
10,11.800000000000004,1.3072634283454277e-06
10,12.000000000000004,1.4071985848577693e-06
10,12.200000000000005,1.1534731946286306e-06
10,12.400000000000004,6.124376714946448e-07
10,12.600000000000005,2.56499412996531e-07
10,12.800000000000004,1.739551288437903e-07
10,13.000000000000005,2.1236363980122892e-07
10,13.200000000000005,5.40956154486026e-07
10,13.400000000000006,7.343101177602112e-07
10,13.600000000000005,6.325951463128817e-07
10,13.799999999999997,4.300735027560271e-07
10,13.999999999999998,2.616079284957003e-07
10,14.199999999999998,2.456755127357934e-07
10,14.399999999999999,2.5738804087065557e-07
10,14.599999999999998,3.1978076300497366e-07
10,14.799999999999999,4.634588682955172e-07
10,14.999999999999998,2.678856472517394e-07
10,15.2,1.9671554260470696e-07
10,15.399999999999999,5.74118449689064e-07
10,15.6,5.457499123897146e-07
10,15.799999999999999,1.6540735373164663e-07
10,16.0,2.3292833010744e-07
10,16.2,8.038158655110596e-07
10,16.400000000000002,1.7182080951719872e-06
10,16.6,2.148578953735546e-06
10,16.8,1.3106897503349686e-06
10,17.0,3.979814670819246e-07
10,17.200000000000003,8.2927963695195e-08
10,17.400000000000002,3.961826688558289e-08
10,17.6,6.827921332879472e-07
10,17.8,1.6965309182160841e-06
10,18.000000000000004,2.052986011869932e-06
10,18.200000000000003,1.8509820681922637e-06
10,18.400000000000002,1.3351608785560707e-06
10,18.6,5.545598652088467e-07
10,18.800000000000004,9.799546873723437e-08
10,19.000000000000004,5.4902064722787625e-08
10,19.200000000000003,2.9087405869731658e-08
10,19.400000000000002,6.59492164612871e-08
10,19.600000000000005,9.684286541588448e-08
10,19.800000000000004,5.2644712117182025e-08
10,20.000000000000004,1.4386682125236332e-08
10,20.200000000000003,2.005427479290289e-08
10,20.400000000000006,1.2470364110961353e-07
10,20.600000000000005,4.051007849996529e-07
10,20.800000000000004,9.069858723957235e-07
10,21.000000000000004,1.2806114419424804e-06
10,21.200000000000006,8.781621723206056e-07
10,21.400000000000006,2.9713812675073023e-07
10,21.600000000000005,1.9882471365896463e-07
10,21.800000000000004,1.94133247256438e-08
10,22.000000000000007,1.5050694257974219e-07
10,22.2,2.982578889959917e-07
10,22.4,4.833551942174314e-08
10,22.599999999999998,3.420113529634317e-08
10,22.799999999999997,1.2457242047808702e-07
10,23.0,1.770063335051404e-07
10,23.2,3.120723435254183e-07
10,23.4,3.911739280833262e-07
10,23.599999999999998,1.7322305651498887e-07
10,23.8,3.7352006533537396e-09
10,24.0,5.341890278297316e-08
10,24.2,4.5772199250551295e-08
10,24.400000000000002,1.3543629814075614e-07
10,24.6,2.5599024720235813e-07
10,24.8,1.0937708026502483e-07
10,25.0,4.007516775777615e-09
10,25.20000000000001,1.1064230413386298e-07
10,25.400000000000002,1.6138241595518448e-07
10,25.60000000000001,8.996392975374622e-08
10,25.8,2.687424452722988e-08
10,26.00000000000001,5.197269576474479e-09
10,26.200000000000003,2.8823718556177037e-09
10,26.40000000000001,1.76880710309044e-08
10,26.6,1.1527960245148472e-08
10,26.799999999999994,2.6763566618798568e-08
10,27.000000000000004,5.225508079692953e-08
10,27.199999999999996,3.593608704435706e-08
10,27.400000000000002,1.2519425648800335e-08
10,27.599999999999994,1.7826917253005593e-08
10,27.800000000000004,4.521570180500902e-08
10,27.999999999999996,5.453710153032398e-08
10,28.200000000000003,3.3804543005497145e-08
10,28.399999999999995,1.6750701657960056e-08
10,28.600000000000005,1.7018432434526012e-08
10,28.799999999999997,2.754393669870457e-08
10,29.000000000000004,2.3125380047114863e-08
10,29.199999999999996,1.013208275437427e-08
10,29.400000000000006,9.077485799880482e-09
10,29.599999999999998,1.619338491373019e-08
10,29.800000000000004,2.1840717013448398e-08
10,29.999999999999996,2.9168350915216104e-08
10,30.200000000000006,3.25617391001156e-08
10,30.4,3.5268320613121415e-08
10,30.600000000000005,3.867971973046098e-08
10,30.799999999999997,4.254956804068215e-08
10,31.000000000000007,5.2084328379796845e-08
10,31.2,5.110141103980426e-08
10,31.400000000000006,3.6285822593652895e-08
10,31.599999999999998,1.3658223101990205e-08
10,31.800000000000008,2.292918164178968e-09
10,32.0,1.786696874702357e-10
10,32.20000000000001,2.705111949268319e-10
10,32.4,9.156896830546049e-10
10,32.60000000000001,4.305984484368391e-09
10,32.800000000000004,1.391973802153092e-08
10,33.00000000000001,2.0142196452432705e-08
10,33.2,1.6756946821007087e-08
10,33.400000000000006,8.90305828416998e-09
10,33.6,3.6713389166285603e-09
10,33.80000000000001,1.2701020637156416e-09
10,34.0,9.315835926098002e-10
10,34.20000000000001,1.5407510080998144e-09
10,34.400000000000006,2.015723849251063e-09
10,34.60000000000001,2.35918185524618e-09
10,34.800000000000004,1.6306612947178122e-09
10,35.00000000000001,1.0373821899410287e-09
10,35.2,4.714711080017791e-10
10,35.4,7.464682274668256e-11
10,35.6,8.893115478166124e-11
10,35.8,5.236127203101229e-10
10,36.00000000000001,9.964708491885977e-10
10,36.199999999999996,3.409469650279999e-10
10,36.400000000000006,2.219703705498243e-11
10,36.599999999999994,1.2353635384823784e-10
10,36.800000000000004,1.5422003888505686e-10
10,37.0,7.030464820600571e-11
10,37.2,1.2919913251505483e-10
10,37.4,5.590073378108804e-11
10,37.60000000000001,2.60535202823854e-12
10,37.8,7.103377788141183e-11
10,38.00000000000001,1.6411042129791173e-10
10,38.199999999999996,1.4283035019119282e-10
10,38.400000000000006,9.540211070643851e-11
10,38.6,7.490916144477136e-11
10,38.800000000000004,5.1482457047899505e-11
10,39.0,2.7232974835287225e-11
10,39.20000000000001,2.4036441675416247e-11
10,39.4,3.1329197894929753e-11
10,39.60000000000001,2.5657522754656592e-11
10,39.8,3.042255972254926e-11
10,40.00000000000001,3.115001237881809e-11
10,40.2,1.7415492365978147e-11
10,40.400000000000006,7.9555130079769e-12
10,40.6,1.824912330695299e-11
10,40.80000000000001,4.500952612419199e-11
10,41.0,4.668231685933065e-11
10,41.20000000000001,3.913948489390242e-11
10,41.4,3.5225741927511825e-11
10,41.60000000000001,3.8233329236485776e-11
5,-83.7,2.032135667491445e-15
5,-83.50000000000001,1.2924458872631921e-14
5,-83.30000000000001,7.218416436626844e-15
5,-83.10000000000001,4.252457987747786e-15
5,-82.9,5.194133371235005e-16
5,-82.70000000000002,4.921252958873889e-15
5,-82.5,9.74848778071779e-15
5,-82.30000000000001,3.646789774585587e-15
5,-82.10000000000001,1.294576388860197e-15
5,-81.90000000000002,5.418839868232277e-16
5,-81.7,1.644073642126172e-15
5,-81.50000000000001,8.925568344509308e-16
5,-81.30000000000001,3.151786683306641e-17
5,-81.10000000000001,4.794431650517428e-16
5,-80.9,6.174413241198267e-16
5,-80.70000000000002,9.077041116538083e-17
5,-80.5,2.708672857301169e-16
5,-80.30000000000001,1.7247461501488711e-16
5,-80.10000000000001,1.0049415371294911e-16
5,-79.9,2.636983803589187e-16
5,-79.7,9.904591127416669e-17
5,-79.50000000000001,1.0894198343429178e-16
5,-79.3,7.642420546301784e-18
5,-79.10000000000001,2.816346447767031e-17
5,-78.9,1.652967782840889e-16
5,-78.7,7.792498963425498e-17
5,-78.5,3.2590850558270757e-16
5,-78.30000000000001,1.6445405029186335e-16
5,-78.10000000000001,2.659896696775977e-16
5,-77.9,7.383707766241028e-17
5,-77.7,2.413069609799423e-16
5,-77.50000000000001,1.3263739548279835e-16
5,-77.3,8.41780328539788e-16
5,-77.10000000000001,1.0429273762281521e-15
5,-76.9,1.1462660782449177e-15
5,-76.7,5.496018942425299e-16
5,-76.5,3.665819719290979e-15
5,-76.30000000000001,1.065527341621839e-14
5,-76.1,7.769965538019195e-15
5,-75.9,6.283123138660332e-15
5,-75.7,1.0110710012624542e-14
5,-75.5,6.853029038307628e-15
5,-75.30000000000001,1.8761509997919742e-14
5,-75.10000000000001,6.521408603785258e-14
5,-74.9,6.093816337196455e-14
5,-74.7,2.7163293156003083e-14
5,-74.50000000000001,2.7473276979181013e-14
5,-74.30000000000001,1.5322845367911356e-13
5,-74.1,2.9284931017919426e-13
5,-73.9,1.9902126041905303e-13
5,-73.70000000000002,9.822784115693281e-14
5,-73.5,3.8281629349506754e-14
5,-73.30000000000001,4.302968593129316e-14
5,-73.10000000000001,1.9846802878540853e-13
5,-72.9,3.506610265642853e-13
5,-72.7,1.909410553815046e-13
5,-72.50000000000001,1.8777139838428945e-15
5,-72.3,2.411337423917277e-13
5,-72.10000000000001,7.698265423547336e-13
5,-71.9,1.0898105691578234e-12
5,-71.70000000000002,9.35741945872208e-13
5,-71.5,3.5515452163258084e-13
5,-71.30000000000001,2.1467555330080378e-14
5,-71.10000000000001,7.16668471750781e-14
5,-70.9,6.13592047062338e-14
5,-70.7,6.412242293738506e-14
5,-70.50000000000001,8.459056340888559e-14
5,-70.3,2.426532781056909e-13
5,-70.10000000000001,4.032788030726901e-13
5,-69.9,5.378445320802078e-13
5,-69.7,7.659747769011864e-13
5,-69.5,2.9372215750956945e-13
5,-69.30000000000001,2.30963625848362e-14
5,-69.1,1.5399077996921819e-13
5,-68.9,1.1057667061716417e-13
5,-68.7,5.680734166081655e-13
5,-68.50000000000001,1.8756324743558167e-13
5,-68.3,4.0857115714474816e-13
5,-68.10000000000001,1.8991829579277948e-12
5,-67.9,1.2206496719769471e-12
5,-67.7,1.0507650574934727e-12
5,-67.50000000000001,1.9240293321181314e-12
5,-67.30000000000001,9.795801122137295e-13
5,-67.1,1.686304867792996e-12
5,-66.9,1.4168195612857808e-12
5,-66.70000000000002,2.3214477871283223e-13
5,-66.5,5.878343219371137e-13
5,-66.30000000000001,1.2378449276391035e-12
5,-66.10000000000001,3.3262462837678255e-12
5,-65.9,2.930683358762982e-12
5,-65.7,1.0668193532383535e-13
5,-65.5,2.5070903878115504e-12
5,-65.30000000000001,6.5172477785695225e-12
5,-65.10000000000001,5.248250928553042e-12
5,-64.9,3.4799383763814273e-12
5,-64.7,2.572207256736707e-12
5,-64.5,2.467278195923385e-13
5,-64.30000000000001,2.095592634403758e-12
5,-64.10000000000001,7.320898819521272e-12
5,-63.90000000000001,5.1705773203893345e-12
5,-63.7,7.218147084819935e-13
5,-63.50000000000001,8.54433051484937e-14
5,-63.300000000000004,1.3636738082450336e-12
5,-63.10000000000001,3.039771533447412e-12
5,-62.900000000000006,1.0548644938969926e-12
5,-62.70000000000001,8.388113860752431e-13
5,-62.5,1.5239841615015142e-12
5,-62.30000000000001,1.371741248918959e-13
5,-62.1,1.4166256864806464e-12
5,-61.900000000000006,5.104061903696868e-12
5,-61.7,6.956220948189979e-12
5,-61.50000000000001,3.043816165259004e-12
5,-61.300000000000004,9.658032785954294e-14
5,-61.10000000000001,3.7799123495097484e-12
5,-60.9,6.525489035281664e-12
5,-60.70000000000001,4.7659854638492566e-12
5,-60.5,1.891901940849454e-12
5,-60.300000000000004,2.2623912577128436e-12
5,-60.10000000000001,6.481221446419784e-12
5,-59.900000000000006,8.121066015762293e-12
5,-59.70000000000001,5.7134106441914836e-12
5,-59.50000000000001,4.827320328640297e-12
5,-59.300000000000004,4.6549710832333e-12
5,-59.10000000000001,3.0954574105746005e-12
5,-58.900000000000006,2.8958312550232515e-12
5,-58.7,4.462102733263693e-12
5,-58.50000000000001,4.684015649861648e-12
5,-58.300000000000004,5.247810586762232e-12
5,-58.10000000000001,1.2446713535862668e-11
5,-57.900000000000006,1.850329019124249e-11
5,-57.7,1.738000103398918e-11
5,-57.50000000000001,1.4633057940749595e-11
5,-57.300000000000004,1.303733220523604e-11
5,-57.1,8.280241151601144e-12
5,-56.900000000000006,2.9688748603240853e-12
5,-56.7,4.0309011578069854e-13
5,-56.50000000000001,1.1101459033424554e-12
5,-56.300000000000004,2.1972264972322637e-12
5,-56.1,6.320942093292095e-12
5,-55.900000000000006,8.727674106681593e-12
5,-55.70000000000001,1.0355435597058443e-11
5,-55.5,6.213212053504764e-12
5,-55.30000000000001,5.37824906327683e-12
5,-55.1,7.627873626183306e-12
5,-54.90000000000001,6.0013925012256e-12
5,-54.7,9.813235578066412e-13
5,-54.50000000000001,1.955359080364104e-12
5,-54.300000000000004,1.3735295375867305e-11
5,-54.10000000000001,1.8531892994949016e-11
5,-53.9,1.057069461578421e-11
5,-53.70000000000001,2.7867461203873934e-11
5,-53.5,2.425114412409361e-11
5,-53.30000000000001,1.3469060782102457e-11
5,-53.1,1.4667839231762384e-11
5,-52.900000000000006,1.689146901260608e-11
5,-52.7,5.952031214644741e-12
5,-52.50000000000001,2.1301365904575125e-12
5,-52.3,1.178728380270143e-11
5,-52.10000000000001,5.614641910261843e-12
5,-51.9,5.38345059556486e-13
5,-51.70000000000001,2.0569362096980757e-12
5,-51.50000000000001,3.864649181135472e-12
5,-51.300000000000004,1.166942454039238e-12
5,-51.10000000000001,8.820587474093753e-13
5,-50.900000000000006,2.6988849505938106e-12
5,-50.7,1.2060213310665041e-12
5,-50.50000000000001,5.3121153437818584e-14
5,-50.300000000000004,8.764919751357737e-13
5,-50.10000000000001,3.203680361942774e-12
5,-49.900000000000006,6.733681045456664e-12
5,-49.7,6.082424399929433e-12
5,-49.50000000000001,2.0060935862004153e-12
5,-49.300000000000004,1.9516147294296372e-13
5,-49.1,1.5399280945727892e-12
5,-48.900000000000006,1.6288671730413186e-12
5,-48.7,5.336080578550739e-13
5,-48.50000000000001,4.339358913135762e-12
5,-48.300000000000004,2.0663298433548652e-12
5,-48.1,4.3212909071524183e-13
5,-47.900000000000006,1.582674630907261e-13
5,-47.7,3.332303238819701e-12
5,-47.5,3.064959833176753e-12
5,-47.300000000000004,1.6421264404561314e-13
5,-47.1,6.221568579248503e-12
5,-46.900000000000006,1.1635220893936461e-11
5,-46.7,1.427330811127947e-11
5,-46.5,1.1527444031826671e-11
5,-46.300000000000004,8.331451029349504e-13
5,-46.1,1.1905896011257577e-12
5,-45.9,2.2076178699248053e-13
5,-45.7,6.80242944346604e-13
5,-45.5,5.0889058130881526e-14
5,-45.300000000000004,3.913187885815285e-13
5,-45.10000000000001,3.556883800169994e-12
5,-44.900000000000006,1.7970085816435857e-11
5,-44.70000000000001,2.071439600976525e-11
5,-44.50000000000001,1.6480329652693044e-11
5,-44.300000000000004,9.976910330953106e-12
5,-44.10000000000001,3.909208058031414e-12
5,-43.900000000000006,2.090340232614072e-12
5,-43.70000000000001,2.7380294560738215e-12
5,-43.50000000000001,2.650256746942435e-12
5,-43.300000000000004,7.505772981650426e-12
5,-43.10000000000001,1.0992429811734946e-11
5,-42.900000000000006,3.214738761102699e-11
5,-42.7,2.2092377970048182e-11
5,-42.50000000000001,5.594194284384791e-12
5,-42.300000000000004,5.609207775356887e-12
5,-42.10000000000001,2.1059542621108024e-11
5,-41.900000000000006,1.9883442926460106e-11
5,-41.7,3.875301615511351e-12
5,-41.50000000000001,1.0539671119874403e-11
5,-41.300000000000004,1.940076273766784e-11
5,-41.1,1.8663769299934454e-11
5,-40.900000000000006,7.524761620587235e-12
5,-40.7,4.50324807658326e-12
5,-40.50000000000001,1.489609344253718e-11
5,-40.300000000000004,3.1720852187539754e-11
5,-40.1,3.8537821830430876e-11
5,-39.900000000000006,2.622321752002395e-11
5,-39.7,1.8376228792459347e-11
5,-39.5,1.385828700125129e-11
5,-39.300000000000004,1.0670039507458525e-11
5,-39.1,2.1055992780976002e-11
5,-38.900000000000006,4.468999343986707e-11
5,-38.7,6.359985367128507e-11
5,-38.5,8.51174006316891e-11
5,-38.300000000000004,1.2578502564717544e-10
5,-38.1,1.6168994657951857e-10
5,-37.9,1.1655186633414354e-10
5,-37.7,2.2145818693769584e-11
5,-37.5,1.5272990653336968e-11
5,-37.300000000000004,1.0516278357916519e-10
5,-37.1,1.0331458096634347e-10
5,-36.9,1.380585168485882e-10
5,-36.70000000000001,2.347734214584926e-10
5,-36.50000000000001,7.384155107171065e-11
5,-36.300000000000004,9.825791226353936e-11
5,-36.10000000000001,6.767821481261934e-10
5,-35.900000000000006,8.448193603279203e-10
5,-35.70000000000001,2.3224000777162859e-10
5,-35.50000000000001,4.8507368990539105e-11
5,-35.300000000000004,2.2766926100236163e-10
5,-35.10000000000001,8.234794926194435e-10
5,-34.900000000000006,1.3131372001877214e-09
5,-34.7,2.0899443477536327e-09
5,-34.50000000000001,2.366691151387089e-09
5,-34.300000000000004,1.7531523937945328e-09
5,-34.10000000000001,1.2285905547522347e-09
5,-33.900000000000006,8.81937379124854e-10
5,-33.7,2.213019138000778e-09
5,-33.50000000000001,5.933990311526521e-09
5,-33.300000000000004,1.2877192820181533e-08
5,-33.1,1.9548603097552054e-08
5,-32.900000000000006,1.8115214905278174e-08
5,-32.7,8.726323873644969e-09
5,-32.50000000000001,1.8792049735409516e-09
