omega,P_omega_delta_0.15,P_omega_delta_-0.15
1575.7,8.190534438695186e-17,1.9878987054469294e-18
1575.9,8.212083569454928e-17,1.95560811106052e-18
1576.1000000000001,8.188805156946481e-17,1.978222395827086e-18
1576.3000000000002,8.199982599279622e-17,1.9758578870616817e-18
1576.5000000000002,8.183807017919867e-17,1.9883522858794866e-18
1576.7,8.197475395036028e-17,1.9688745476404696e-18
1576.9,8.179063814631369e-17,1.9581141595833927e-18
1577.1000000000001,8.191475665146237e-17,1.985374941440278e-18
1577.3000000000002,8.184982498453418e-17,1.9684250993831836e-18
1577.5000000000002,8.171892530163225e-17,1.9781686699479232e-18
1577.7000000000003,8.184848431821874e-17,1.959501380523431e-18
1577.9,8.178443356514591e-17,1.969902198047404e-18
1578.1000000000001,8.165679889450972e-17,1.9877068459445277e-18
1578.3000000000002,8.185099489559409e-17,1.9685616372425305e-18
1578.5000000000002,8.164131022552278e-17,1.9488199572143333e-18
1578.7000000000003,8.172708302323527e-17,1.997901862784302e-18
1578.9000000000003,8.162095465194902e-17,1.9532195765959867e-18
1579.1000000000001,8.167349870642432e-17,1.9569371981722475e-18
1579.3000000000002,8.148262924642111e-17,1.976879211611769e-18
1579.5000000000002,8.172479638872623e-17,1.9653777556593467e-18
1579.7000000000003,8.164993604177307e-17,1.9731616290371695e-18
1579.9000000000003,8.139955707530706e-17,1.947007985990819e-18
1580.0999999999992,8.158639269354121e-17,1.972475062516317e-18
1580.2999999999993,8.142223920372005e-17,1.9840852758427836e-18
1580.4999999999993,8.161136604656077e-17,1.9378883629165834e-18
1580.6999999999994,8.15133531020372e-17,1.9631739477754926e-18
1580.8999999999994,8.134328432410303e-17,1.976393072574662e-18
1581.0999999999995,8.146467316513302e-17,1.951864897563441e-18
1581.2999999999993,8.126583646964228e-17,1.991784100061941e-18
1581.4999999999993,8.155665333270549e-17,1.935062153627372e-18
1581.6999999999994,8.133842499505619e-17,1.9707594283261644e-18
1581.8999999999994,8.130696522518799e-17,1.9392671460010082e-18
1582.0999999999995,8.122682667547455e-17,1.9786214168813467e-18
1582.2999999999995,8.1365042180315e-17,1.958386980205527e-18
1582.4999999999993,8.139020816446912e-17,1.9544183786868222e-18
1582.6999999999994,8.104500530782295e-17,1.957212532301677e-18
1582.8999999999994,8.142262967359603e-17,1.947843287284666e-18
1583.0999999999995,8.106175982593773e-17,1.9714883008752917e-18
1583.2999999999995,8.127901574750274e-17,1.9713071042129114e-18
1583.4999999999995,8.116108853405946e-17,1.930008364742623e-18
1583.6999999999994,8.115729382400864e-17,1.967086066656445e-18
1583.8999999999994,8.101970153045091e-17,1.9608065091580576e-18
1584.0999999999995,8.117473310147333e-17,1.9444093658728444e-18
1584.2999999999995,8.108780110186052e-17,1.9595408709003593e-18
1584.4999999999995,8.107028887746687e-17,1.9386244833236274e-18
1584.6999999999996,8.104814154207832e-17,1.987977660086149e-18
1584.8999999999994,8.100461748847133e-17,1.916747685433991e-18
1585.0999999999995,8.097683420031841e-17,1.9706704527263485e-18
1585.2999999999995,8.106748633445872e-17,1.9528755549017733e-18
1585.4999999999995,8.085743991018382e-17,1.926602306187024e-18
1585.6999999999996,8.091816102589279e-17,1.977590403717417e-18
1585.8999999999996,8.094389665533868e-17,1.9492894764229338e-18
1586.0999999999995,8.085576751450245e-17,1.9330953667216177e-18
1586.2999999999995,8.093670230698e-17,1.9649416444224786e-18
1586.4999999999995,8.087622294730441e-17,1.9366716155025084e-18
1586.6999999999996,8.070561148343942e-17,1.951963901324232e-18
1586.8999999999996,8.085775179337364e-17,1.9540490744825712e-18
1587.0999999999997,8.091559561888801e-17,1.936682525776593e-18
1587.2999999999995,8.06074711780207e-17,1.9564253446739385e-18
1587.4999999999995,8.078138667523648e-17,1.9414641056251432e-18
1587.6999999999996,8.076222630471826e-17,1.9544797197869872e-18
1587.8999999999996,8.059634290549092e-17,1.9318814401522777e-18
1588.0999999999997,8.070132948741897e-17,1.926530495398699e-18
1588.2999999999997,8.081913228259465e-17,1.9810606541145402e-18
1588.4999999999995,8.054276993879566e-17,1.9203048457388065e-18
1588.6999999999996,8.058640549049085e-17,1.9492684973642197e-18
1588.8999999999996,8.05285743858091e-17,1.938681088928207e-18
1589.0999999999997,8.079304286403205e-17,1.9606644620422672e-18
1589.2999999999997,8.036496210881445e-17,1.9373342765372542e-18
1589.4999999999998,8.058503333006532e-17,1.918437448459836e-18
1589.6999999999996,8.043668598357947e-17,1.9403868105280134e-18
1589.8999999999996,8.073378444996187e-17,1.957788066335732e-18
1590.0999999999997,8.008941829713711e-17,1.9414785877360893e-18
1590.2999999999997,8.075155732013243e-17,1.9330527025372905e-18
1590.4999999999998,8.035961257444049e-17,1.934238196178681e-18
1590.6999999999998,8.039907096078384e-17,1.927235694037944e-18
1590.8999999999996,8.031966336168407e-17,1.960387199914562e-18
1591.0999999999997,8.040231706868146e-17,1.9142692514492995e-18
1591.2999999999997,8.037664081360581e-17,1.969250132430476e-18
1591.4999999999998,8.022981949341957e-17,1.9041050400326148e-18
1591.6999999999998,8.034818809762074e-17,1.9428839970122132e-18
1591.8999999999999,8.02743545887085e-17,1.9449867923205926e-18
1592.0999999999997,8.026961366167514e-17,1.9344024274942005e-18
1592.2999999999997,8.031431684883235e-17,1.9223075680776634e-18
1592.4999999999998,8.011090335167432e-17,1.9329761686591894e-18
1592.6999999999998,8.019400307115826e-17,1.9356863694477573e-18
1592.8999999999999,8.02765009904499e-17,1.9356071109350816e-18
1593.1,8.006130472191488e-17,1.9455523451757397e-18
1593.2999999999997,8.020592768961717e-17,1.913883154765184e-18
1593.4999999999998,7.991603928777369e-17,1.9387981598805396e-18
1593.6999999999998,8.039488691632977e-17,1.917625208208391e-18
1593.8999999999999,7.981035806722027e-17,1.9188886447336936e-18
1594.1,8.022721476656784e-17,1.968033828789955e-18
1594.3,7.996305768522242e-17,1.9069592841119812e-18
1594.4999999999998,7.991826245009255e-17,1.9380791325224024e-18
1594.6999999999998,8.007220234875277e-17,1.916266803421169e-18
1594.8999999999999,7.995751227726722e-17,1.924154248373771e-18
1595.1,7.99323197759333e-17,1.9331166560439915e-18
1595.3,7.993967312619114e-17,1.9314863795665736e-18
1595.5,7.993958725408612e-17,1.9067215124172045e-18
1595.6999999999998,7.995974758690302e-17,1.9549011584727544e-18
1595.8999999999999,7.96109677742393e-17,1.9003353771266304e-18
1596.1,8.005014856521606e-17,1.9369515811566325e-18
1596.3,7.973159617833112e-17,1.934741810761222e-18
1596.5,7.977465810823033e-17,1.8893947136643087e-18
1596.7,7.984694697699338e-17,1.9580754509458125e-18
1596.8999999999999,7.969231572083148e-17,1.899429818193101e-18
1597.1,7.972370995334354e-17,1.9227446785549724e-18
1597.3,7.976868956064088e-17,1.9172784344658297e-18
1597.5,7.97566025825583e-17,1.9248098462940315e-18
1597.7,7.948107517206865e-17,1.9433437320692722e-18
1597.9,7.98308234661307e-17,1.900374430483448e-18
1598.1,7.963882899848976e-17,1.9151053776410283e-18
1598.3,7.961316517043072e-17,1.920693964991711e-18
1598.5,7.944080918646416e-17,1.9277704185464334e-18
1598.7,7.968353296263494e-17,1.9116017382993888e-18
1598.9,7.950623613627899e-17,1.911553358786013e-18
1599.1000000000001,7.952823958345122e-17,1.9182774847826542e-18
1599.3,7.956783471822808e-17,1.941776356103873e-18
1599.5,7.936361978442193e-17,1.8863942209316546e-18
1599.7,7.950662764926764e-17,1.9193412944743733e-18
1599.9,7.962359125843564e-17,1.9241822843526575e-18
1600.1000000000001,7.92467623480489e-17,1.91615529489022e-18
1600.3000000000002,7.935461783909646e-17,1.8948938180412605e-18
1600.5,7.945489286877111e-17,1.9192835935008514e-18
1600.7,7.940997355482114e-17,1.915598640672968e-18
1600.9,7.934349496389524e-17,1.9154608457799422e-18
1601.1000000000001,7.928450313828547e-17,1.9107297204574583e-18
1601.3000000000002,7.932431111615306e-17,1.9305457998555045e-18
1601.5000000000002,7.918054822654002e-17,1.8907376979524207e-18
1601.7,7.94446581461888e-17,1.9009077991189305e-18
1601.9,7.912550246823094e-17,1.8998024680265007e-18
1602.1000000000001,7.933880661677545e-17,1.9411171059575317e-18
1602.3000000000002,7.896991256283098e-17,1.896152274032832e-18
1602.5000000000002,7.936052510355971e-17,1.9080222912153712e-18
1602.7000000000003,7.901495898015411e-17,1.916955184350898e-18
1602.9,7.916692253689272e-17,1.8974268822494362e-18
1603.1000000000001,7.937303626491145e-17,1.909761567103945e-18
1603.3000000000002,7.880733290501084e-17,1.8959442656988e-18
1603.5000000000002,7.912499610579404e-17,1.9220547314918954e-18
1603.7000000000003,7.905942575609834e-17,1.8845497840829837e-18
1603.9000000000003,7.907302867123276e-17,1.9315313607148653e-18
1604.1000000000001,7.90752976399329e-17,1.879755424871733e-18
1604.3000000000002,7.884976305618428e-17,1.9174834874736076e-18
1604.5000000000002,7.908700221333127e-17,1.8939654260659156e-18
1604.7000000000003,7.888896253095259e-17,1.935267019727125e-18
1604.8999999999994,7.889201284410982e-17,1.856712169389633e-18
1605.0999999999992,7.896588016901517e-17,1.9266090296769358e-18
1605.2999999999993,7.885910792510169e-17,1.9005985752486976e-18
1605.4999999999993,7.889563475976155e-17,1.8880826997114477e-18
1605.6999999999994,7.895899789345994e-17,1.9129466181349805e-18
1605.8999999999994,7.870830751747076e-17,1.8912326832501772e-18
1606.0999999999995,7.881492350754356e-17,1.9217514190998172e-18
1606.2999999999993,7.882439353645515e-17,1.8697293935072387e-18
1606.4999999999993,7.869442277603264e-17,1.9155156294901352e-18
1606.6999999999994,7.874579443547037e-17,1.887820583775134e-18
1606.8999999999994,7.875707064306484e-17,1.902538746976205e-18
1607.0999999999995,7.876096817006737e-17,1.885170799249504e-18
1607.2999999999995,7.869514336486115e-17,1.9297699236828816e-18
1607.4999999999993,7.855811797520895e-17,1.8477834985502966e-18
1607.6999999999994,7.867342592351668e-17,1.9345629014544434e-18
1607.8999999999994,7.873909467448159e-17,1.871477350494543e-18
1608.0999999999995,7.844451321462606e-17,1.9205667737356087e-18
1608.2999999999995,7.876139241904048e-17,1.8929946329896025e-18
1608.4999999999995,7.851610497570584e-17,1.8749673929872747e-18
1608.6999999999994,7.840732411605367e-17,1.8741358841210585e-18
1608.8999999999994,7.853912218049845e-17,1.9163907459661347e-18
1609.0999999999995,7.85798065288004e-17,1.904124378566716e-18
1609.2999999999995,7.844687219924028e-17,1.881162412928177e-18
1609.4999999999995,7.853308182594533e-17,1.880494893814829e-18
1609.6999999999996,7.826588075406759e-17,1.9151119037513916e-18
1609.8999999999994,7.855793588719028e-17,1.8614856682009902e-18
1610.0999999999995,7.842012869783538e-17,1.8984245942491484e-18
1610.2999999999995,7.836271047913079e-17,1.9019682960131265e-18
1610.4999999999995,7.840458732313476e-17,1.872800935996102e-18
1610.6999999999996,7.818675810763541e-17,1.896716472266926e-18
1610.8999999999996,7.845335712062202e-17,1.883818308984489e-18
1611.0999999999995,7.821589037963153e-17,1.880035636967624e-18
1611.2999999999995,7.842471788772673e-17,1.8941614535360116e-18
1611.4999999999995,7.808053157474064e-17,1.8931781858416944e-18
1611.6999999999996,7.829587394484466e-17,1.872354287173688e-18
1611.8999999999996,7.826815415840463e-17,1.8993931845981045e-18
1612.0999999999997,7.815847653470672e-17,1.8683195021419396e-18
1612.2999999999995,7.812090555792928e-17,1.9049876740144633e-18
1612.4999999999995,7.823495711678573e-17,1.855991139630658e-18
1612.6999999999996,7.821986833122907e-17,1.9295834447726277e-18
1612.8999999999996,7.79918527686009e-17,1.829945615343191e-18
1613.0999999999997,7.810613547420028e-17,1.9117484219122423e-18
1613.2999999999997,7.799311669739513e-17,1.874554716903457e-18
1613.4999999999995,7.82612533158353e-17,1.8689463909366716e-18
1613.6999999999996,7.800497066347022e-17,1.900734142938357e-18
1613.8999999999996,7.779871118707725e-17,1.8716174958897797e-18
1614.0999999999997,7.824578739390617e-17,1.8757279709374793e-18
1614.2999999999997,7.77723964616211e-17,1.8932649633991596e-18
1614.4999999999998,7.811744762992437e-17,1.8795273747624418e-18
1614.6999999999996,7.782300885743037e-17,1.8493556123146705e-18
1614.8999999999996,7.79727457796447e-17,1.9064177566740567e-18
1615.0999999999997,7.788633579059813e-17,1.862616136205463e-18
1615.2999999999997,7.78760619112028e-17,1.8835854358883947e-18
1615.4999999999998,7.791912343659846e-17,1.8820129669611378e-18
1615.6999999999998,7.771053567160901e-17,1.8720894182179502e-18
1615.8999999999996,7.784872704554684e-17,1.853404905864937e-18
1616.0999999999997,7.791259932069646e-17,1.909338476359285e-18
1616.2999999999997,7.756856099320047e-17,1.8358019028119263e-18
1616.4999999999998,7.789300297423554e-17,1.913395359558992e-18
1616.6999999999998,7.774833833230683e-17,1.856852860796568e-18
1616.8999999999999,7.764908107849865e-17,1.8787356551968482e-18
1617.0999999999997,7.772368476478072e-17,1.874594300013255e-18
1617.2999999999997,7.767753222890817e-17,1.847957302834706e-18
1617.4999999999998,7.763532513105973e-17,1.8912374199447196e-18
1617.6999999999998,7.770399991350456e-17,1.869019512541931e-18
1617.8999999999999,7.750912728214879e-17,1.87357717981334e-18
1618.1,7.764535179448214e-17,1.8678387604552117e-18
1618.2999999999997,7.755326899255805e-17,1.8510269867267484e-18
1618.4999999999998,7.765007820592134e-17,1.897844816700094e-18
1618.6999999999998,7.737295503813872e-17,1.8556754580748718e-18
1618.8999999999999,7.766343836658077e-17,1.8622554407325665e-18
1619.1,7.728585059585676e-17,1.8936301367301508e-18
1619.3,7.759484157819692e-17,1.83518535245514e-18
1619.4999999999998,7.753063472549162e-17,1.881608127618e-18
1619.6999999999998,7.737165862544364e-17,1.85393739784545e-18
1619.8999999999999,7.745944941074174e-17,1.887255911328808e-18
1620.1,7.729176539427387e-17,1.8488036232239926e-18
1620.3,7.742876384998068e-17,1.8776521162512858e-18
1620.5,7.737768062681756e-17,1.860940338924824e-18
1620.6999999999998,7.726691166375246e-17,1.8521433451846575e-18
1620.8999999999999,7.741970825617468e-17,1.8855862351744936e-18
1621.1,7.722520088468202e-17,1.846434992504041e-18
1621.3,7.730788850151275e-17,1.862262650352983e-18
1621.5,7.727199146724148e-17,1.8718738689505214e-18
1621.7,7.709944892986672e-17,1.834375041686185e-18
1621.8999999999999,7.730770924078609e-17,1.8768338970992373e-18
1622.1,7.724584547772718e-17,1.873305177051449e-18
1622.3,7.710294783197948e-17,1.8505545908156976e-18
1622.5,7.726816716528187e-17,1.8642723684203315e-18
1622.7,7.701017569701803e-17,1.8477453721492995e-18
1622.9,7.718050253297821e-17,1.871637146032487e-18
1623.1,7.70358465006732e-17,1.85588927925162e-18
1623.3,7.719619650560379e-17,1.8471500101870695e-18
1623.5,7.689487535529257e-17,1.8583910115970063e-18
1623.7,7.705826057802091e-17,1.8711828940054817e-18
1623.9,7.709876776581586e-17,1.8381344853216197e-18
1624.1000000000001,7.694818013848077e-17,1.866164969337302e-18
1624.3,7.696483539022877e-17,1.8383604167863266e-18
1624.5,7.695186473778338e-17,1.8756049259843445e-18
1624.7,7.707746576072761e-17,1.8541820521422352e-18
1624.9,7.678302916742056e-17,1.8562830960487053e-18
1625.1000000000001,7.694306993450452e-17,1.841884263365966e-18
1625.3000000000002,7.68249821406769e-17,1.8423087920517788e-18
1625.5,7.692933877892946e-17,1.8633870180669938e-18
1625.7,7.683308911417328e-17,1.870107438213134e-18
1625.9,7.675770182711842e-17,1.831611697928405e-18
1626.1000000000001,7.680464447853336e-17,1.844913990483037e-18
1626.3000000000002,7.681245196556801e-17,1.8647214059704873e-18
1626.5000000000002,7.680880513705402e-17,1.8412959442260607e-18
1626.7,7.664107193338705e-17,1.865889647159615e-18
1626.9,7.684429787863811e-17,1.8425184236065164e-18
1627.1000000000001,7.65721724846932e-17,1.8423457765289137e-18
1627.3000000000002,7.664930206229046e-17,1.8427205390426547e-18
1627.5000000000002,7.674856595468535e-17,1.840055291920149e-18
1627.7000000000003,7.666611512847436e-17,1.8815015073495224e-18
1627.9,7.661217239606385e-17,1.825279940705858e-18
1628.1000000000001,7.663028742615136e-17,1.839459562588569e-18
1628.3000000000002,7.645504415426075e-17,1.8403361818680787e-18
1628.5000000000002,7.665716385345515e-17,1.8743526498972502e-18
1628.7000000000003,7.651470998965437e-17,1.8347737830676002e-18
1628.9000000000003,7.648654645680414e-17,1.8279153486099755e-18
1629.1000000000001,7.667007394122401e-17,1.8639763001219157e-18
1629.3000000000002,7.630241930494957e-17,1.830095358761848e-18
1629.5000000000002,7.65289437674106e-17,1.8447581178828343e-18
1629.7000000000003,7.644030988787328e-17,1.8388139576326153e-18
1629.8999999999994,7.63749699680031e-17,1.8536143500540715e-18
1630.0999999999992,7.644490556063708e-17,1.8454699979631634e-18
1630.2999999999993,7.65145796014581e-17,1.8233700686147247e-18
1630.4999999999993,7.62135683202291e-17,1.831964772176581e-18
1630.6999999999994,7.62897735498924e-17,1.861833946533397e-18
1630.8999999999994,7.646092923054306e-17,1.8284141712292143e-18
1631.0999999999995,7.622260958766633e-17,1.8483807665096426e-18
1631.2999999999993,7.631910132176872e-17,1.8374941508104715e-18
1631.4999999999993,7.63500907308039e-17,1.837014501556398e-18
1631.6999999999994,7.620909255874391e-17,1.845839089174028e-18
1631.8999999999994,7.608265091403308e-17,1.8272914870539453e-18
1632.0999999999995,7.636244671964666e-17,1.828542430243671e-18
1632.2999999999995,7.623460790198378e-17,1.8331028388876374e-18
1632.4999999999993,7.606914749057061e-17,1.846887994607277e-18
1632.6999999999994,7.614638843855012e-17,1.842634174708757e-18
1632.8999999999994,7.619617871926657e-17,1.8283622883178806e-18
1633.0999999999995,7.604720649772436e-17,1.8287464087784042e-18
1633.2999999999995,7.614468330507273e-17,1.8420616136207154e-18
1633.4999999999995,7.608673381563207e-17,1.8223346234633997e-18
1633.6999999999994,7.595259062812549e-17,1.8554121485700443e-18
1633.8999999999994,7.608379941548068e-17,1.8084399474651937e-18
1634.0999999999995,7.613649799246308e-17,1.8415864123226347e-18
1634.2999999999995,7.583299594959544e-17,1.841733993481373e-18
1634.4999999999995,7.602057081274861e-17,1.8304757955994994e-18
1634.6999999999996,7.591217348049768e-17,1.794307565191129e-18
1634.8999999999994,7.61052563695906e-17,1.8741077400094576e-18
1635.0999999999995,7.572181389460869e-17,1.801273292387493e-18
1635.2999999999995,7.594702789206743e-17,1.847772858388554e-18
1635.4999999999995,7.59311170868174e-17,1.834380213901612e-18
1635.6999999999996,7.59482977354514e-17,1.806945745912547e-18
1635.8999999999996,7.562307541657582e-17,1.8319300279412047e-18
1636.0999999999995,7.598303479900705e-17,1.854961517975583e-18
1636.2999999999995,7.580735274653954e-17,1.7909008804015513e-18
1636.4999999999995,7.566302988890052e-17,1.8485208109135127e-18
1636.6999999999996,7.585188093680627e-17,1.8144559827229618e-18
1636.8999999999996,7.570750921490197e-17,1.824617523106671e-18
1637.0999999999997,7.577509692036294e-17,1.8367552114978632e-18
1637.2999999999995,7.574336941995242e-17,1.7976643532064667e-18
1637.4999999999995,7.553922093621145e-17,1.8694974626056292e-18
1637.6999999999996,7.578658221024952e-17,1.7852794373776953e-18
1637.8999999999996,7.558469105308843e-17,1.8462352569090707e-18
1638.0999999999997,7.559132540656446e-17,1.811644192025457e-18
1638.2999999999997,7.564532962226135e-17,1.8146070944644706e-18
1638.4999999999995,7.553745392910005e-17,1.8436790972496506e-18
1638.6999999999996,7.565425197206251e-17,1.7959918360128688e-18
1638.8999999999996,7.558945459728254e-17,1.8375357159672154e-18
1639.0999999999997,7.539591415516829e-17,1.8121777553076102e-18
1639.2999999999997,7.559694886440574e-17,1.8081487766473548e-18
1639.4999999999998,7.552147057668805e-17,1.8628586357319337e-18
1639.6999999999996,7.540939032039223e-17,1.7782459173297605e-18
1639.8999999999996,7.546503202529903e-17,1.839072428689675e-18
1640.0999999999997,7.551044511246855e-17,1.8090993989741458e-18
1640.2999999999997,7.535185091898172e-17,1.8174372878118276e-18
1640.4999999999998,7.536050529675638e-17,1.8204912539789937e-18
1640.6999999999998,7.549357875199357e-17,1.807271041570699e-18
1640.8999999999996,7.51751436916417e-17,1.8269807546619886e-18
1641.0999999999997,7.548649636568631e-17,1.8016380395964264e-18
1641.2999999999997,7.529666638933378e-17,1.836422217968804e-18
1641.4999999999998,7.525058686877646e-17,1.8043843900091368e-18
1641.6999999999998,7.533114379800615e-17,1.822252164919187e-18
1641.8999999999999,7.517747321238463e-17,1.808125950918818e-18
1642.0999999999997,7.529729036287073e-17,1.8136598584295745e-18
1642.2999999999997,7.5229584827142e-17,1.7865275087897888e-18
1642.4999999999998,7.520729039183303e-17,1.85474238337368e-18
1642.6999999999998,7.514896089252742e-17,1.7938819250414404e-18
1642.8999999999999,7.513973324685364e-17,1.7970508268327538e-18
1643.1,7.528775339901932e-17,1.8509212348165695e-18
1643.2999999999997,7.508013273533441e-17,1.7796386149560072e-18
1643.4999999999998,7.505008572398184e-17,1.810710910984288e-18
1643.6999999999998,7.500841103618641e-17,1.814301337719392e-18
1643.8999999999999,7.521144040804013e-17,1.8246080429414275e-18
1644.1,7.511439689483964e-17,1.77599671942121e-18
1644.3,7.481468145896309e-17,1.8414882143214515e-18
1644.4999999999998,7.515033371624583e-17,1.7839920333599196e-18
1644.6999999999998,7.501315575018175e-17,1.8171516007114297e-18
1644.8999999999999,7.488190475108549e-17,1.8038757308861506e-18
1645.1,7.49463024707194e-17,1.8175165362634796e-18
1645.3,7.515143228924419e-17,1.793831164611559e-18
1645.5,7.470542552486016e-17,1.8089660804370036e-18
1645.6999999999998,7.486923872841877e-17,1.80407081660504e-18
1645.8999999999999,7.499646798620758e-17,1.8147227003599042e-18
1646.1,7.476324101717886e-17,1.791965203052766e-18
1646.3,7.505365012390249e-17,1.7957702658815396e-18
1646.5,7.458911454248384e-17,1.8154279197455e-18
1646.7,7.497350017153803e-17,1.8198531096648624e-18
1646.8999999999999,7.454980128546135e-17,1.771985979409431e-18
1647.1,7.498681842361774e-17,1.807525860757478e-18
1647.3,7.469548837407081e-17,1.81419222510953e-18
1647.5,7.468393579086983e-17,1.799717901733884e-18
1647.7,7.471765836970487e-17,1.7976250819875315e-18
1647.9,7.476929107973655e-17,1.7997428109473324e-18
1648.1,7.447474353262434e-17,1.802323459072744e-18
1648.3,7.484658975356341e-17,1.7838750402958232e-18
1648.5,7.461328831296382e-17,1.82402907471557e-18
1648.7,7.453368755160297e-17,1.7748861204934635e-18
1648.9,7.465671625312791e-17,1.807414395430123e-18
1649.1000000000001,7.447886514894105e-17,1.7940504838294976e-18
1649.3,7.463953060705518e-17,1.794876785442636e-18
1649.5,7.452959363144312e-17,1.8144719271535534e-18
1649.7,7.44078436349324e-17,1.7855507992918028e-18
1649.9,7.462553827420988e-17,1.775812879014366e-18
1650.1000000000001,7.4368716845472e-17,1.827319466906298e-18
1650.3000000000002,7.459902470832759e-17,1.7704904820396644e-18
1650.5,7.438575577983815e-17,1.807155765366859e-18
1650.7,7.436630181691116e-17,1.800440118431141e-18
1650.9,7.452964525970383e-17,1.7779611162892045e-18
1651.1000000000001,7.426080731633703e-17,1.8044075383765342e-18
1651.3000000000002,7.444431516228758e-17,1.787034115921379e-18
1651.5000000000002,7.439233968894549e-17,1.7804438833749142e-18
1651.7,7.424758829664926e-17,1.7921631052106227e-18
1651.9,7.435411223518515e-17,1.8135516448046866e-18
1652.1000000000001,7.423633137659795e-17,1.785675407578134e-18
1652.3000000000002,7.428458611256e-17,1.7643230161346193e-18
1652.5000000000002,7.424106320827173e-17,1.825316441634706e-18
1652.7000000000003,7.432013033882126e-17,1.7474587647476185e-18
1652.9,7.414636722865393e-17,1.8154430110807892e-18
1653.1000000000001,7.417361551408239e-17,1.7933637830251915e-18
1653.3000000000002,7.42108528749003e-17,1.767326416217162e-18
1653.5000000000002,7.417635226577695e-17,1.8207304697275294e-18
1653.7000000000003,7.417065115243927e-17,1.75679951447956e-18
1653.9000000000003,7.407181380043958e-17,1.797273901225127e-18
1654.1000000000001,7.407549895190724e-17,1.7844592149072263e-18
1654.3000000000002,7.413791504244695e-17,1.7846155978857833e-18
1654.5000000000002,7.401192346575478e-17,1.764265240690887e-18
1654.7000000000003,7.4171610505612e-17,1.833904264356902e-18
1654.8999999999994,7.391315830071933e-17,1.7486524727163195e-18
1655.0999999999992,7.397350329674797e-17,1.8017547659975314e-18
1655.2999999999993,7.409532793609393e-17,1.7623262372960316e-18
1655.4999999999993,7.392897567213629e-17,1.7961670349526368e-18
1655.6999999999994,7.39666520010273e-17,1.7846382782357626e-18
1655.8999999999994,7.395374852314363e-17,1.7658332568853508e-18
1656.0999999999995,7.393543469602074e-17,1.795032703942418e-18
1656.2999999999993,7.380048582531207e-17,1.782659114744302e-18
1656.4999999999993,7.388102378735794e-17,1.7827260556352186e-18
1656.6999999999994,7.398285467651271e-17,1.778959825384834e-18
1656.8999999999994,7.370421174281205e-17,1.773368794586955e-18
1657.0999999999995,7.393110651831018e-17,1.7723908481365112e-18
1657.2999999999995,7.376909420081732e-17,1.788824426514498e-18
1657.4999999999993,7.376952483088712e-17,1.775439457596806e-18
1657.6999999999994,7.379310388797111e-17,1.782005532595122e-18
1657.8999999999994,7.369836909922858e-17,1.7894694865658177e-18
1658.0999999999995,7.378842585752127e-17,1.7581510699734137e-18
1658.2999999999995,7.367413576276901e-17,1.764063600514936e-18
1658.4999999999995,7.366325967052503e-17,1.8020680899927984e-18
1658.6999999999994,7.365596033850374e-17,1.7713379632789527e-18
1658.8999999999994,7.377957372639062e-17,1.7572896650945663e-18
1659.0999999999995,7.350954654778912e-17,1.7939119866260787e-18
1659.2999999999995,7.36776348582113e-17,1.774468167471396e-18
1659.4999999999995,7.357871295454582e-17,1.77036957206018e-18
1659.6999999999996,7.358141650713438e-17,1.747109534839454e-18
1659.8999999999994,7.357509596877564e-17,1.8106715076589534e-18
1660.0999999999995,7.364245163080305e-17,1.7568341838563127e-18
1660.2999999999995,7.340925422179816e-17,1.7550603713706654e-18
1660.4999999999995,7.346972497885915e-17,1.7923875134086017e-18
1660.6999999999996,7.354560903441572e-17,1.785098279350627e-18
1660.8999999999996,7.35394382982726e-17,1.747198926013918e-18
1661.0999999999995,7.331692204200128e-17,1.7729860226326605e-18
1661.2999999999995,7.352326076303629e-17,1.776518709124177e-18
1661.4999999999995,7.333475553106969e-17,1.756301506540034e-18
1661.6999999999996,7.341923058869144e-17,1.78464788578142e-18
1661.8999999999996,7.336761300439453e-17,1.7831835593924164e-18
1662.0999999999997,7.340543943850705e-17,1.7290778918281824e-18
1662.2999999999995,7.33448739723402e-17,1.7941948723439362e-18
1662.4999999999995,7.333267507088707e-17,1.7419937526314455e-18
1662.6999999999996,7.312824667616734e-17,1.8032800237503786e-18
1662.8999999999996,7.343561587955622e-17,1.7361869837006094e-18
1663.0999999999997,7.324809323331265e-17,1.7717812880311033e-18
1663.2999999999997,7.328539535246163e-17,1.7833769747532152e-18
1663.4999999999995,7.322916181058238e-17,1.755726704898456e-18
1663.6999999999996,7.314165551258996e-17,1.7477676843497105e-18
1663.8999999999996,7.318750095850648e-17,1.776731429408142e-18
1664.0999999999997,7.319210351155438e-17,1.771487722045309e-18
1664.2999999999997,7.313281598070267e-17,1.764510973939804e-18
1664.4999999999998,7.315648261942397e-17,1.742965319924549e-18
1664.6999999999996,7.311913557815696e-17,1.7643922643447576e-18
1664.8999999999996,7.318346420834033e-17,1.7751447829709947e-18
1665.0999999999997,7.297261533700481e-17,1.7564263524283878e-18
1665.2999999999997,7.309626668689575e-17,1.7728391948845654e-18
1665.4999999999998,7.296323180772094e-17,1.7420934551043422e-18
1665.6999999999998,7.314649475404275e-17,1.759534853331238e-18
1665.8999999999996,7.299904598222585e-17,1.776348943961416e-18
1666.0999999999997,7.295878480682834e-17,1.7336053330349331e-18
